pid,sample_time,ifcb,ml_analyzed,latitude,longitude,depth,cruise,cast,niskin,sample_type,n_images,tag1,comment_summary,trigger_selection,skip
D20210708T221002_IFCB145,2021-07-08 22:10:02+00:00,145,2.4588871528,,,,,,,,7601,dinophysis_bloom_2021,,2,0
D20210708T223340_IFCB145,2021-07-08 22:33:40+00:00,145,2.3576197917,,,,,,,,7924,dinophysis_bloom_2021,,2,0
D20210708T225718_IFCB145,2021-07-08 22:57:18+00:00,145,2.3575740741,,,,,,,,7925,dinophysis_bloom_2021,,2,0
D20210708T232058_IFCB145,2021-07-08 23:20:58+00:00,145,2.4648217593,,,,,,,,7581,dinophysis_bloom_2021,,2,0
D20210708T234438_IFCB145,2021-07-08 23:44:38+00:00,145,2.4872265625,,,,,,,,7501,dinophysis_bloom_2021,,2,0
D20210709T000816_IFCB145,2021-07-09 00:08:16+00:00,145,2.6317371238,,,,,,,,7073,dinophysis_bloom_2021,,2,0
D20210709T003156_IFCB145,2021-07-09 00:31:56+00:00,145,2.520682581,,,,,,,,7397,dinophysis_bloom_2021,,2,0
D20210709T005536_IFCB145,2021-07-09 00:55:36+00:00,145,2.4249519676,,,,,,,,7656,dinophysis_bloom_2021,,2,0
D20210709T011915_IFCB145,2021-07-09 01:19:15+00:00,145,2.4278599537,,,,,,,,7679,dinophysis_bloom_2021,,2,0
D20210709T014254_IFCB145,2021-07-09 01:42:54+00:00,145,2.108134838,,,,,,,,8600,dinophysis_bloom_2021,,2,0
D20210709T020634_IFCB145,2021-07-09 02:06:34+00:00,145,2.245635706,,,,,,,,8306,dinophysis_bloom_2021,,2,0
D20210709T023013_IFCB145,2021-07-09 02:30:13+00:00,145,2.4866038773,,,,,,,,7646,dinophysis_bloom_2021,,2,0
D20210709T025351_IFCB145,2021-07-09 02:53:51+00:00,145,2.4387578125,,,,,,,,7881,dinophysis_bloom_2021,,2,0
D20210709T031730_IFCB145,2021-07-09 03:17:30+00:00,145,1.2427799479,,,,,,,,5084,dinophysis_bloom_2021,,2,0
D20210713T205010_IFCB145,2021-07-13 20:50:10+00:00,145,0.5513524306,,,,,,,,13725,dinophysis_bloom_2021,,2,0
D20210713T211350_IFCB145,2021-07-13 21:13:50+00:00,145,0.6604904514000001,,,,,,,,13247,dinophysis_bloom_2021,,2,0
D20210713T213730_IFCB145,2021-07-13 21:37:30+00:00,145,0.6628370949,,,,,,,,13238,dinophysis_bloom_2021,,2,0
D20210713T220110_IFCB145,2021-07-13 22:01:10+00:00,145,0.6548906250000001,,,,,,,,13230,dinophysis_bloom_2021,,2,0
D20210713T222449_IFCB145,2021-07-13 22:24:49+00:00,145,0.6198113426,,,,,,,,13404,dinophysis_bloom_2021,,2,0
D20210713T224829_IFCB145,2021-07-13 22:48:29+00:00,145,0.6232181713,,,,,,,,13418,dinophysis_bloom_2021,,2,0
D20210713T231208_IFCB145,2021-07-13 23:12:08+00:00,145,0.643479456,,,,,,,,13256,dinophysis_bloom_2021,,2,0
D20210713T233548_IFCB145,2021-07-13 23:35:48+00:00,145,0.9425188079000001,,,,,,,,12316,dinophysis_bloom_2021,,2,0
D20210713T235929_IFCB145,2021-07-13 23:59:29+00:00,145,0.7361142940000001,,,,,,,,12988,dinophysis_bloom_2021,,2,0
D20210714T002309_IFCB145,2021-07-14 00:23:09+00:00,145,0.7470842014,,,,,,,,12953,dinophysis_bloom_2021,,2,0
D20210714T004649_IFCB145,2021-07-14 00:46:49+00:00,145,0.7777184606,,,,,,,,12759,dinophysis_bloom_2021,,2,0
D20210714T011028_IFCB145,2021-07-14 01:10:28+00:00,145,0.8386501736,,,,,,,,12640,dinophysis_bloom_2021,,2,0
D20210714T013408_IFCB145,2021-07-14 01:34:08+00:00,145,0.7841053241,,,,,,,,12864,dinophysis_bloom_2021,,2,0
D20210714T015748_IFCB145,2021-07-14 01:57:48+00:00,145,0.7037766204,,,,,,,,13085,dinophysis_bloom_2021,,2,0
D20210714T022128_IFCB145,2021-07-14 02:21:28+00:00,145,0.7654236111,,,,,,,,12926,dinophysis_bloom_2021,,2,0
D20210714T024507_IFCB145,2021-07-14 02:45:07+00:00,145,0.8187028356,,,,,,,,12754,dinophysis_bloom_2021,,2,0
D20210714T030847_IFCB145,2021-07-14 03:08:47+00:00,145,0.8832037037,,,,,,,,12571,dinophysis_bloom_2021,,2,0
D20210714T033228_IFCB145,2021-07-14 03:32:28+00:00,145,0.8524609375000001,,,,,,,,12582,dinophysis_bloom_2021,,2,0
D20210714T035607_IFCB145,2021-07-14 03:56:07+00:00,145,0.767125,,,,,,,,12837,dinophysis_bloom_2021,,2,0
D20210714T041947_IFCB145,2021-07-14 04:19:47+00:00,145,0.7236241319000001,,,,,,,,12971,dinophysis_bloom_2021,,2,0
D20210714T044326_IFCB145,2021-07-14 04:43:26+00:00,145,0.8427890625000001,,,,,,,,12651,dinophysis_bloom_2021,,2,0
D20210714T050706_IFCB145,2021-07-14 05:07:06+00:00,145,0.6599728009,,,,,,,,13288,dinophysis_bloom_2021,,2,0
D20210714T053046_IFCB145,2021-07-14 05:30:46+00:00,145,0.6425598958000001,,,,,,,,13358,dinophysis_bloom_2021,,2,0
D20210714T055425_IFCB145,2021-07-14 05:54:25+00:00,145,1.0020280671,,,,,,,,12339,dinophysis_bloom_2021,,2,0
D20210714T061805_IFCB145,2021-07-14 06:18:05+00:00,145,1.7424236111,,,,,,,,9346,dinophysis_bloom_2021,,2,0
D20210714T064146_IFCB145,2021-07-14 06:41:46+00:00,145,1.1828648727,,,,,,,,11135,dinophysis_bloom_2021,,2,0
D20210714T070525_IFCB145,2021-07-14 07:05:25+00:00,145,1.167359375,,,,,,,,11874,dinophysis_bloom_2021,,2,0
D20210714T072905_IFCB145,2021-07-14 07:29:05+00:00,145,0.9226779514000001,,,,,,,,12686,dinophysis_bloom_2021,,2,0
D20210714T075245_IFCB145,2021-07-14 07:52:45+00:00,145,0.8057149884,,,,,,,,13095,dinophysis_bloom_2021,,2,0
D20210714T081624_IFCB145,2021-07-14 08:16:24+00:00,145,0.7485431134,,,,,,,,13246,dinophysis_bloom_2021,,2,0
D20210714T084003_IFCB145,2021-07-14 08:40:03+00:00,145,0.7999157986000001,,,,,,,,13080,dinophysis_bloom_2021,,2,0
D20210714T090342_IFCB145,2021-07-14 09:03:42+00:00,145,0.9129814815,,,,,,,,12633,dinophysis_bloom_2021,,2,0
D20210714T092721_IFCB145,2021-07-14 09:27:21+00:00,145,0.9204383681,,,,,,,,12550,dinophysis_bloom_2021,,2,0
D20210714T095100_IFCB145,2021-07-14 09:51:00+00:00,145,0.9406964699,,,,,,,,12498,dinophysis_bloom_2021,,2,0
D20210714T101441_IFCB145,2021-07-14 10:14:41+00:00,145,0.7811892361,,,,,,,,12989,dinophysis_bloom_2021,,2,0
D20210714T103821_IFCB145,2021-07-14 10:38:21+00:00,145,0.8309490741000001,,,,,,,,12745,dinophysis_bloom_2021,,2,0
D20210714T110201_IFCB145,2021-07-14 11:02:01+00:00,145,0.9516397569,,,,,,,,12380,dinophysis_bloom_2021,,2,0
D20210714T112541_IFCB145,2021-07-14 11:25:41+00:00,145,0.8520500579,,,,,,,,12665,dinophysis_bloom_2021,,2,0
D20210714T114921_IFCB145,2021-07-14 11:49:21+00:00,145,0.8113263889000001,,,,,,,,12837,dinophysis_bloom_2021,,2,0
D20210714T121301_IFCB145,2021-07-14 12:13:01+00:00,145,0.9441895255,,,,,,,,12396,dinophysis_bloom_2021,,2,0
D20210714T123641_IFCB145,2021-07-14 12:36:41+00:00,145,0.8898043981,,,,,,,,12547,dinophysis_bloom_2021,,2,0
D20210714T130020_IFCB145,2021-07-14 13:00:20+00:00,145,0.9208396991000001,,,,,,,,12443,dinophysis_bloom_2021,,2,0
D20210714T132400_IFCB145,2021-07-14 13:24:00+00:00,145,0.4035138889,,,,,,,,14293,dinophysis_bloom_2021,,2,0
D20210714T134740_IFCB145,2021-07-14 13:47:40+00:00,145,0.4740405093,,,,,,,,13994,dinophysis_bloom_2021,,2,0
D20210714T141120_IFCB145,2021-07-14 14:11:20+00:00,145,0.6472320602,,,,,,,,13463,dinophysis_bloom_2021,,2,0
D20210714T143459_IFCB145,2021-07-14 14:34:59+00:00,145,0.6830269097,,,,,,,,13244,dinophysis_bloom_2021,,2,0
D20210714T145839_IFCB145,2021-07-14 14:58:39+00:00,145,0.5963266782000001,,,,,,,,13588,dinophysis_bloom_2021,,2,0
D20210714T152219_IFCB145,2021-07-14 15:22:19+00:00,145,0.5148298611000001,,,,,,,,13889,dinophysis_bloom_2021,,2,0
D20210714T154559_IFCB145,2021-07-14 15:45:59+00:00,145,0.5720957755,,,,,,,,13642,dinophysis_bloom_2021,,2,0
D20210714T160939_IFCB145,2021-07-14 16:09:39+00:00,145,0.6735500579,,,,,,,,13288,dinophysis_bloom_2021,,2,0
D20210714T163319_IFCB145,2021-07-14 16:33:19+00:00,145,0.6162094907,,,,,,,,13489,dinophysis_bloom_2021,,2,0
D20210714T165659_IFCB145,2021-07-14 16:56:59+00:00,145,0.6334670139,,,,,,,,13497,dinophysis_bloom_2021,,2,0
D20210714T172039_IFCB145,2021-07-14 17:20:39+00:00,145,0.5908440394000001,,,,,,,,13586,dinophysis_bloom_2021,,2,0
D20210714T174418_IFCB145,2021-07-14 17:44:18+00:00,145,0.6793981481,,,,,,,,13270,dinophysis_bloom_2021,,2,0
D20210714T180757_IFCB145,2021-07-14 18:07:57+00:00,145,0.5218825231,,,,,,,,13811,dinophysis_bloom_2021,,2,0
D20210714T183137_IFCB145,2021-07-14 18:31:37+00:00,145,0.4296915509,,,,,,,,14241,dinophysis_bloom_2021,,2,0
D20210714T185517_IFCB145,2021-07-14 18:55:17+00:00,145,0.33389033560000003,,,,,,,,14760,dinophysis_bloom_2021,,2,0
D20210714T191856_IFCB145,2021-07-14 19:18:56+00:00,145,0.5463350694,,,,,,,,13820,dinophysis_bloom_2021,,2,0
D20210714T194235_IFCB145,2021-07-14 19:42:35+00:00,145,0.49602633100000004,,,,,,,,13965,dinophysis_bloom_2021,,2,0
D20210714T200615_IFCB145,2021-07-14 20:06:15+00:00,145,0.46945746530000004,,,,,,,,13991,dinophysis_bloom_2021,,2,0
D20210714T205751_IFCB145,2021-07-14 20:57:51+00:00,145,0.3962291667,,,,,,,,14292,dinophysis_bloom_2021,,2,0
D20210714T212131_IFCB145,2021-07-14 21:21:31+00:00,145,0.36074739580000004,,,,,,,,14422,dinophysis_bloom_2021,,2,0
D20210714T214512_IFCB145,2021-07-14 21:45:12+00:00,145,0.4055645255,,,,,,,,14238,dinophysis_bloom_2021,,2,0
D20210714T220852_IFCB145,2021-07-14 22:08:52+00:00,145,0.777229456,,,,,,,,12898,dinophysis_bloom_2021,,2,0
D20210714T223232_IFCB145,2021-07-14 22:32:32+00:00,145,0.494041088,,,,,,,,13923,dinophysis_bloom_2021,,2,0
D20210714T225612_IFCB145,2021-07-14 22:56:12+00:00,145,0.509270544,,,,,,,,13825,dinophysis_bloom_2021,,2,0
D20210714T231952_IFCB145,2021-07-14 23:19:52+00:00,145,0.4877037037,,,,,,,,13999,dinophysis_bloom_2021,,2,0
D20210714T234331_IFCB145,2021-07-14 23:43:31+00:00,145,0.5321140046,,,,,,,,13750,dinophysis_bloom_2021,,2,0
